external_id,path,content,tags,disposition,severity,status,category,mitre_tactic,mitre_technique,first_seen,detected_at,region,data_source,escalation_tier,analyst,threat_actor,campaign_id,src_ip,dst_host,affected_user,ioc_hash,ioc_domain,cve_id,fp_cause,benign_cause,closure_reason,asset_criticality,confidence,cvss_score,alert_count,sla_met,ttd_minutes,ttr_minutes
INC0000535,root.soc.defense_evasion.y2023.inc_535,[INC0000535] [P4] Azione reale ma AUTORIZZATA: l'admin ha disabilitato temporaneamente l'AV su NAS-541 per troubleshooting (change ticket approvato),soc|incident|defense_evasion|P4|benign_true_positive|mitre_defense_evasion,benign_true_positive,P4,closed_benign,defense_evasion,Defense Evasion,T1055,2023-02-17T12:46:10Z,2023-02-17T15:20:10Z,eu_south,CrowdStrike Falcon,L1,analyst.gallo,n/a,,207.111.69.206,NAS-541,svc_iis,,,,,auth_admin_action,"attivita' reale ma autorizzata, chiusa benigna",low,medium,3.2,1,false,154,4320
INC0000536,root.soc.brute_force.y2024.inc_536,[INC0000536] [P2] Alert duplicato dello stesso evento su WKS-802 (10.10.161.237); correlato a un caso gia' aperto.,soc|incident|brute_force|P2|duplicate|mitre_credential_access,duplicate,P2,closed_duplicate,brute_force,Credential Access,T1110.001,2024-07-26T10:18:06Z,2024-07-26T13:35:06Z,us_west,Okta,L1,analyst.gallo,n/a,,10.10.161.237,WKS-802,svc_deploy,,,,,,duplicato di alert correlato,high,high,4.7,1,true,197,60
INC0000537,root.soc.data_exfiltration.y2024.inc_537,[INC0000537] [P2] Esfiltrazione 46293 record PII da K8S-967 verso storage non aziendale (svc_iis).,soc|incident|data_exfiltration|P2|true_positive|mitre_exfiltration|actor_conti,true_positive,P2,resolved,data_exfiltration,Exfiltration,T1041,2024-04-10T14:54:23Z,2024-04-11T16:52:23Z,apac,Forcepoint DLP,L3,l3.threat_hunt,Conti,,179.57.159.75,K8S-967,svc_iis,,invoice-pay-8643.io,,,,incidente confermato,high,high,5.5,1,true,1558,36
INC0000538,root.soc.cloud_misconfig.y2024.inc_538,[INC0000538] [P1] Security Group 0.0.0.0/0 su porta 80 di DC-706; brute-force da 206.195.224.193.,soc|incident|cloud_misconfig|P1|true_positive|mitre_initial_access|actor_fin7,true_positive,P1,contained,cloud_misconfig,Initial Access,T1530,2024-10-30T14:12:39Z,2024-10-30T16:53:39Z,mea,Wiz,L2,l2.bianchi,FIN7,,206.195.224.193,DC-706,valeria.gallo,,,,,,incidente confermato,high,high,9.3,1,false,161,19
INC0000539,root.soc.c2_beaconing.y2023.inc_539,[INC0000539] [P3] Alert duplicato dello stesso evento su DC-614 (114.189.242.38); correlato a un caso gia' aperto.,soc|incident|c2_beaconing|P3|duplicate|mitre_command_and_control,duplicate,P3,closed_duplicate,c2_beaconing,Command and Control,T1071.004,2023-11-05T17:17:35Z,2023-11-06T15:34:35Z,eu_south,Suricata IDS,L1,analyst.romano,n/a,,114.189.242.38,DC-614,mario.rossi,,,,,,duplicato di alert correlato,critical,low,4.7,1,false,1337,864
INC0000540,root.soc.web_attack.y2023.inc_540,"[INC0000540] [P2] Exploitation n/d su DC-740 da 172.16.46.122; webshell deployata in wwwroot, RCE come utente di servizio.",soc|incident|web_attack|P2|true_positive|mitre_initial_access|actor_conti,true_positive,P2,resolved,web_attack,Initial Access,T1190,2023-06-01T19:59:38Z,2023-06-01T20:17:38Z,eu_north,Cloudflare WAF,L1,analyst.romano,Conti,,172.16.46.122,DC-740,paolo.romano,,,,,,incidente confermato,high,high,7.9,1,true,18,24
INC0000541,root.soc.cloud_misconfig.y2023.inc_541,"[INC0000541] [P4] Attivita' reale ma autorizzata, confermata col business owner",soc|incident|cloud_misconfig|P4|benign_true_positive|mitre_initial_access,benign_true_positive,P4,closed_benign,cloud_misconfig,Initial Access,T1538,2023-09-24T16:42:27Z,2023-09-24T18:01:27Z,eu_north,Defender for Cloud,L1,analyst.moretti,n/a,,136.57.6.141,DB-506,chiara.greco,,,,,authorized_activity,"attivita' reale ma autorizzata, chiusa benigna",medium,medium,6.0,1,false,79,4320
INC0000542,root.soc.brute_force.y2025.inc_542,"[INC0000542] [P2] RDP brute-force su HV-536 da 10.10.42.67: 147 tentativi, 1 successo su svc_deploy.",soc|incident|brute_force|P2|true_positive|mitre_credential_access|actor_conti,true_positive,P2,investigating,brute_force,Credential Access,T1110.001,2025-08-25T17:16:06Z,2025-08-25T19:54:06Z,eu_north,Okta,L2,l2.greco,Conti,,10.10.42.67,VPN-473,svc_deploy,,,,,,incidente confermato,critical,high,4.0,1,true,158,36
INC0000543,root.soc.cloud_misconfig.y2023.inc_543,[INC0000543] [P2] Security Group 0.0.0.0/0 su porta 445 di FS-870; brute-force da 141.7.194.166.,soc|incident|cloud_misconfig|P2|true_positive|mitre_initial_access|actor_ta505,true_positive,P2,resolved,cloud_misconfig,Initial Access,T1530,2023-09-19T13:39:42Z,2023-09-19T16:16:42Z,eu_north,Wiz,L3,l3.forensics,TA505,,141.7.194.166,FS-870,mario.rossi,,,,,,incidente confermato,low,high,4.7,1,false,157,108
INC0000544,root.soc.recon_scanning.y2025.inc_544,"[INC0000544] [P4] Port scan da 10.20.130.155 verso 172.16.142.0/24: 310 porte TCP sondate in 160 min, pattern SYN tipico di Nmap.",soc|incident|recon_scanning|P4|true_positive|mitre_reconnaissance|actor_akira,true_positive,P4,resolved,recon_scanning,Reconnaissance,T1590,2025-08-03T17:39:14Z,2025-08-03T19:52:14Z,us_east,Suricata IDS,L2,l2.greco,Akira,,10.20.130.155,HV-838,valeria.gallo,,,,,,incidente confermato,high,high,2.8,1,false,133,1872
INC0000545,root.soc.phishing.y2025.inc_545,[INC0000545] [P4] Attivita' di penetration test / red-team pianificata e autorizzata (rules of engagement attive),soc|incident|phishing|P4|false_positive|mitre_initial_access|fp_pentest_redteam,false_positive,P4,closed_false_positive,phishing,Initial Access,T1566.002,2025-11-11T00:06:46Z,2025-11-11T03:06:46Z,eu_south,Proofpoint,L1,analyst.moretti,n/a,,19.111.25.88,NAS-300,svc_iis,,,,pentest_redteam,,"triage: falso positivo, regola tunata",medium,medium,5.1,1,false,180,8640
INC0000546,root.soc.defense_evasion.y2023.inc_546,[INC0000546] [P3] Alert duplicato dello stesso evento su DC-143 (192.168.176.82); correlato a un caso gia' aperto.,soc|incident|defense_evasion|P3|duplicate|mitre_defense_evasion,duplicate,P3,closed_duplicate,defense_evasion,Defense Evasion,T1562.001,2023-02-12T13:28:52Z,2023-02-12T14:54:52Z,eu_south,Wazuh,L1,analyst.vitale,n/a,,192.168.176.82,DC-143,svc_deploy,,,,,,duplicato di alert correlato,low,low,5.1,1,true,86,192
INC0000547,root.soc.defense_evasion.y2023.inc_547,[INC0000547] [P4] L'EDR ha gia' messo in quarantena: alert correlato di un secondo tool sullo stesso evento gia' gestito su NAS-192,soc|incident|defense_evasion|P4|false_positive|mitre_defense_evasion|fp_av_quarantine,false_positive,P4,closed_false_positive,defense_evasion,Defense Evasion,T1562.001,2023-02-12T13:27:44Z,2023-02-12T14:48:44Z,latam,Wazuh,L1,analyst.vitale,n/a,,192.168.176.17,NAS-192,chiara.greco,,,,av_quarantine,,"triage: falso positivo, regola tunata",medium,high,5.6,1,true,81,864
INC0000548,root.soc.defense_evasion.y2023.inc_548,[INC0000548] [P4] L'EDR ha gia' messo in quarantena: alert correlato di un secondo tool sullo stesso evento gia' gestito su VPN-109,soc|incident|defense_evasion|P4|false_positive|mitre_defense_evasion|fp_av_quarantine,false_positive,P4,closed_false_positive,defense_evasion,Defense Evasion,T1027,2023-02-12T11:22:40Z,2023-02-12T14:58:40Z,eu_west,Wazuh,L1,analyst.caputo,n/a,,192.168.176.123,VPN-109,stefano.costa,,,,av_quarantine,,"triage: falso positivo, regola tunata",medium,high,2.5,1,true,216,1440
INC0000549,root.soc.defense_evasion.y2023.inc_549,[INC0000549] [P4] Alert duplicato dello stesso evento su NAS-470 (192.168.176.113); correlato a un caso gia' aperto.,soc|incident|defense_evasion|P4|duplicate|mitre_defense_evasion,duplicate,P4,closed_duplicate,defense_evasion,Defense Evasion,T1027,2023-02-12T13:42:19Z,2023-02-12T14:56:19Z,us_east,Defender for Endpoint,L1,analyst.moretti,n/a,,192.168.176.113,NAS-470,valeria.gallo,,,,,,duplicato di alert correlato,low,medium,6.1,1,false,74,1872
INC0000550,root.soc.defense_evasion.y2023.inc_550,[INC0000550] [P4] Alert duplicato dello stesso evento su NAS-544 (192.168.176.83); correlato a un caso gia' aperto.,soc|incident|defense_evasion|P4|duplicate|mitre_defense_evasion,duplicate,P4,closed_duplicate,defense_evasion,Defense Evasion,T1027,2023-02-12T14:34:27Z,2023-02-12T14:54:27Z,eu_west,Wazuh,L1,analyst.vitale,n/a,,192.168.176.83,NAS-544,sara.ricci,,,,,,duplicato di alert correlato,low,high,3.3,1,false,20,4320
INC0000551,root.soc.defense_evasion.y2023.inc_551,[INC0000551] [P4] Alert duplicato dello stesso evento su DC-760 (192.168.176.124); correlato a un caso gia' aperto.,soc|incident|defense_evasion|P4|duplicate|mitre_defense_evasion,duplicate,P4,closed_duplicate,defense_evasion,Defense Evasion,T1027,2023-02-12T12:24:52Z,2023-02-12T14:58:52Z,eu_north,CrowdStrike Falcon,L1,analyst.ferretti,n/a,,192.168.176.124,DC-760,sara.ricci,,,,,,duplicato di alert correlato,medium,medium,3.8,1,true,154,1152
INC0000552,root.soc.defense_evasion.y2023.inc_552,[INC0000552] [P4] Alert duplicato dello stesso evento su NAS-833 (192.168.176.33); correlato a un caso gia' aperto.,soc|incident|defense_evasion|P4|duplicate|mitre_defense_evasion,duplicate,P4,closed_duplicate,defense_evasion,Defense Evasion,T1562.001,2023-02-12T14:30:10Z,2023-02-12T14:57:10Z,us_east,Wazuh,L1,analyst.santoro,n/a,,192.168.176.33,NAS-833,valeria.gallo,,,,,,duplicato di alert correlato,low,high,3.9,1,false,27,2592
INC0000553,root.soc.defense_evasion.y2023.inc_553,[INC0000553] [P4] L'EDR ha gia' messo in quarantena: alert correlato di un secondo tool sullo stesso evento gia' gestito su HV-417,soc|incident|defense_evasion|P4|false_positive|mitre_defense_evasion|fp_av_quarantine,false_positive,P4,closed_false_positive,defense_evasion,Defense Evasion,T1562.001,2023-02-12T13:18:34Z,2023-02-12T14:56:34Z,apac,Defender for Endpoint,L1,analyst.caputo,n/a,,192.168.176.4,HV-417,svc_deploy,,,,av_quarantine,,"triage: falso positivo, regola tunata",medium,low,3.3,1,true,98,576
INC0000554,root.soc.defense_evasion.y2023.inc_554,[INC0000554] [P3] Alert duplicato dello stesso evento su WEB-143 (192.168.176.176); correlato a un caso gia' aperto.,soc|incident|defense_evasion|P3|duplicate|mitre_defense_evasion,duplicate,P3,closed_duplicate,defense_evasion,Defense Evasion,T1562.001,2023-02-12T13:36:48Z,2023-02-12T14:45:48Z,us_west,Wazuh,L1,analyst.gallo,n/a,,192.168.176.176,WEB-143,svc_backup,,,,,,duplicato di alert correlato,low,medium,2.0,1,true,69,384
INC0000555,root.soc.defense_evasion.y2023.inc_555,[INC0000555] [P4] L'EDR ha gia' messo in quarantena: alert correlato di un secondo tool sullo stesso evento gia' gestito su FS-779,soc|incident|defense_evasion|P4|false_positive|mitre_defense_evasion|fp_av_quarantine,false_positive,P4,closed_false_positive,defense_evasion,Defense Evasion,T1070.001,2023-02-12T11:32:54Z,2023-02-12T14:53:54Z,eu_west,CrowdStrike Falcon,L1,analyst.gallo,n/a,,192.168.176.239,FS-779,luca.ferrari,,,,av_quarantine,,"triage: falso positivo, regola tunata",medium,high,6.1,1,false,201,2592
INC0000556,root.soc.defense_evasion.y2023.inc_556,[INC0000556] [P4] L'EDR ha gia' messo in quarantena: alert correlato di un secondo tool sullo stesso evento gia' gestito su NAS-639,soc|incident|defense_evasion|P4|false_positive|mitre_defense_evasion|fp_av_quarantine,false_positive,P4,closed_false_positive,defense_evasion,Defense Evasion,T1562.001,2023-02-12T14:21:59Z,2023-02-12T14:54:59Z,mea,Defender for Endpoint,L1,analyst.gallo,n/a,,192.168.176.58,NAS-639,sara.ricci,,,,av_quarantine,,"triage: falso positivo, regola tunata",low,high,3.6,1,false,33,2592
INC0000557,root.soc.brute_force.y2024.inc_557,[INC0000557] [P3] Errore Geo-IP: egress da VPN aziendale ha generato un falso 'impossible travel' per davide.conti,soc|incident|brute_force|P3|false_positive|mitre_credential_access|fp_geoip_vpn,false_positive,P3,closed_false_positive,brute_force,Credential Access,T1110.003,2024-09-09T06:50:43Z,2024-09-09T08:35:43Z,us_west,Fail2ban,L1,analyst.de_luca,n/a,,200.74.61.139,MAIL-937,davide.conti,,,,geoip_vpn,,"triage: falso positivo, regola tunata",low,high,6.4,1,true,105,288
INC0000558,root.soc.brute_force.y2024.inc_558,"[INC0000558] [P3] Attivita' reale ma autorizzata, confermata col business owner",soc|incident|brute_force|P3|benign_true_positive|mitre_credential_access,benign_true_positive,P3,closed_benign,brute_force,Credential Access,T1110.003,2024-09-02T12:40:21Z,2024-09-02T15:24:21Z,mea,Splunk,L1,analyst.romano,n/a,,10.10.216.67,WEB-452,svc_backup,,,,,authorized_activity,"attivita' reale ma autorizzata, chiusa benigna",medium,low,4.3,1,true,164,192
INC0000559,root.soc.c2_beaconing.y2025.inc_559,"[INC0000559] [P3] Tunnel DNS verso invoice-pay-2069.cn: 51 query/h da MAIL-266, dati nei subdomain.",soc|incident|c2_beaconing|P3|true_positive|mitre_command_and_control|actor_scattered_spider,true_positive,P3,resolved,c2_beaconing,Command and Control,T1090.003,2025-05-16T05:04:38Z,2025-05-16T18:48:38Z,eu_west,Cisco Umbrella,L1,analyst.de_luca,Scattered Spider,,192.168.243.232,MAIL-266,elena.russo,,invoice-pay-2069.cn,,,,incidente confermato,low,high,2.7,1,true,824,288
INC0000560,root.soc.collection.y2025.inc_560,[INC0000560] [P2] Staging dati su JMP-109: archivio creato in temp prima dell'exfiltration da parte di stefano.costa.,soc|incident|collection|P2|true_positive|mitre_collection|actor_cl0p,true_positive,P2,contained,collection,Collection,T1114.001,2025-03-24T09:15:25Z,2025-03-25T19:18:25Z,eu_north,Defender for Endpoint,L2,l2.greco,Cl0p,,172.16.24.148,JMP-109,stefano.costa,,,,,,incidente confermato,medium,high,6.8,1,false,2043,78
INC0000561,root.soc.phishing.y2025.inc_561,[INC0000561] [P2] Spear-phishing a svc_sql con allegato ad3adc20e16b2203d862c78401c4be2600a0401980ba3c20c40643bf297af7cb dal dominio update-portal-4625.ru; macro VBA che lancia PowerShell su VPN-257.,soc|incident|phishing|P2|true_positive|mitre_initial_access|actor_conti,true_positive,P2,contained,phishing,Initial Access,T1566.002,2025-04-16T07:56:58Z,2025-04-16T11:12:58Z,apac,Proofpoint,L3,l3.forensics,Conti,,10.20.48.183,VPN-257,svc_sql,ad3adc20e16b2203d862c78401c4be2600a0401980ba3c20c40643bf297af7cb,update-portal-4625.ru,,,,incidente confermato,medium,high,4.7,1,true,196,60
INC0000562,root.soc.phishing.y2024.inc_562,[INC0000562] [P4] Attivita' di penetration test / red-team pianificata e autorizzata (rules of engagement attive),soc|incident|phishing|P4|false_positive|mitre_initial_access|fp_pentest_redteam,false_positive,P4,closed_false_positive,phishing,Initial Access,T1566.002,2024-03-18T07:06:17Z,2024-03-18T10:54:17Z,eu_south,Proofpoint,L1,analyst.santoro,n/a,,192.168.146.9,MAIL-268,giulia.bianchi,,,,pentest_redteam,,"triage: falso positivo, regola tunata",low,high,6.2,1,false,228,1872
INC0000563,root.soc.privilege_escalation.y2023.inc_563,[INC0000563] [P4] Attivita' di penetration test / red-team pianificata e autorizzata (rules of engagement attive),soc|incident|privilege_escalation|P4|false_positive|mitre_privilege_escalation|fp_pentest_redteam,false_positive,P4,closed_false_positive,privilege_escalation,Privilege Escalation,T1068,2023-04-12T11:21:36Z,2023-04-12T11:46:36Z,eu_west,CrowdStrike Falcon,L1,analyst.moretti,n/a,,38.170.154.83,NAS-557,valeria.gallo,,,,pentest_redteam,,"triage: falso positivo, regola tunata",critical,high,2.9,1,false,25,8640
INC0000564,root.soc.cloud_misconfig.y2025.inc_564,"[INC0000564] [P4] Attivita' reale ma autorizzata, confermata col business owner",soc|incident|cloud_misconfig|P4|benign_true_positive|mitre_initial_access,benign_true_positive,P4,closed_benign,cloud_misconfig,Initial Access,T1530,2025-12-24T11:58:12Z,2025-12-24T14:43:12Z,mea,Defender for Cloud,L1,analyst.gallo,n/a,,8.49.202.109,DC-519,paolo.romano,,,,,authorized_activity,"attivita' reale ma autorizzata, chiusa benigna",medium,low,2.1,1,true,165,1440
INC0000565,root.soc.brute_force.y2024.inc_565,"[INC0000565] [P4] Password spraying Azure AD da 152.164.23.195/24: 234 tentativi su molti account, svc_sql compromesso.",soc|incident|brute_force|P4|true_positive|mitre_credential_access|actor_fin7,true_positive,P4,resolved,brute_force,Credential Access,T1110.004,2024-10-28T16:29:57Z,2024-10-28T18:16:57Z,apac,Microsoft Sentinel,L1,analyst.vitale,FIN7,,152.164.23.195,DC-417,svc_sql,,,,,,incidente confermato,high,high,4.8,1,false,107,8640
INC0000566,root.soc.phishing.y2024.inc_566,[INC0000566] [P1] Spear-phishing a stefano.costa con allegato 06298e987f0cdacb3c794bc4ce0880a13276a87fdbfe7059b9927b447bcf1efc dal dominio update-portal-7050.online; macro VBA che lancia PowerShell su DB-910.,soc|incident|phishing|P1|true_positive|mitre_initial_access|actor_cl0p,true_positive,P1,contained,phishing,Initial Access,T1566.001,2024-04-15T20:31:54Z,2024-04-15T22:32:54Z,mea,Proofpoint,L2,l2.bianchi,Cl0p,,192.168.182.92,DB-910,stefano.costa,06298e987f0cdacb3c794bc4ce0880a13276a87fdbfe7059b9927b447bcf1efc,update-portal-7050.online,,,,incidente confermato,low,high,9.5,1,true,121,15
INC0000567,root.soc.insider_threat.y2025.inc_567,[INC0000567] [P4] Cambio ruolo/onboarding di svc_iis: accesso a risorse nuove interpretato come anomalia UEBA,soc|incident|insider_threat|P4|false_positive|mitre_collection|fp_new_role,false_positive,P4,closed_false_positive,insider_threat,Collection,T1052.001,2025-03-07T16:45:17Z,2025-03-19T12:11:17Z,us_west,Netskope CASB,L1,analyst.santoro,n/a,,172.16.66.47,WEB-522,svc_iis,,,,new_role,,"triage: falso positivo, regola tunata",high,medium,4.5,1,true,17006,1440
INC0000568,root.soc.malware_execution.y2025.inc_568,[INC0000568] [P4] Deployment software massivo (SCCM/Intune/Ansible) scambiato per propagazione malware,soc|incident|malware_execution|P4|false_positive|mitre_execution|fp_sw_deployment,false_positive,P4,closed_false_positive,malware_execution,Execution,T1059.003,2025-01-17T10:05:52Z,2025-01-17T10:56:52Z,eu_south,SentinelOne,L1,analyst.caputo,n/a,,36.147.143.134,FS-283,sara.ricci,,,,sw_deployment,,"triage: falso positivo, regola tunata",critical,medium,3.2,1,true,51,1440
INC0000569,root.soc.lateral_movement.y2023.inc_569,[INC0000569] [P3] Attivita' di penetration test / red-team pianificata e autorizzata (rules of engagement attive),soc|incident|lateral_movement|P3|false_positive|mitre_lateral_movement|fp_pentest_redteam,false_positive,P3,closed_false_positive,lateral_movement,Lateral Movement,T1021.001,2023-01-05T05:06:28Z,2023-01-05T09:17:28Z,apac,Zeek,L1,analyst.ferretti,n/a,,120.44.134.203,NAS-726,marco.lombardi,,,,pentest_redteam,,"triage: falso positivo, regola tunata",low,high,2.5,1,false,251,864
INC0000570,root.soc.brute_force.y2024.inc_570,[INC0000570] [P4] Errore Geo-IP: egress da VPN aziendale ha generato un falso 'impossible travel' per luca.ferrari,soc|incident|brute_force|P4|false_positive|mitre_credential_access|fp_geoip_vpn,false_positive,P4,closed_false_positive,brute_force,Credential Access,T1110.004,2024-01-16T10:29:36Z,2024-01-16T11:06:36Z,us_west,Microsoft Sentinel,L1,analyst.santoro,n/a,,10.167.148.209,HV-504,luca.ferrari,,,,geoip_vpn,,"triage: falso positivo, regola tunata",medium,high,6.1,1,false,37,2592
INC0000571,root.soc.brute_force.y2025.inc_571,"[INC0000571] [P4] RDP brute-force su NAS-819 da 221.232.241.59: 59 tentativi, 1 successo su stefano.costa.",soc|incident|brute_force|P4|true_positive|mitre_credential_access|actor_akira,true_positive,P4,resolved,brute_force,Credential Access,T1110.004,2025-09-07T16:39:36Z,2025-09-07T18:10:36Z,eu_north,Microsoft Sentinel,L1,analyst.caputo,Akira,,221.232.241.59,K8S-574,stefano.costa,,,,,,incidente confermato,high,high,4.0,1,true,91,1152
INC0000572,root.soc.web_attack.y2024.inc_572,"[INC0000572] [P3] Errore di configurazione (certificato scaduto/SNI mismatch) su NAS-804, non un attacco",soc|incident|web_attack|P3|false_positive|mitre_initial_access|fp_cert_misconfig,false_positive,P3,closed_false_positive,web_attack,Initial Access,T1190,2024-09-20T02:13:28Z,2024-09-20T03:23:28Z,latam,ModSecurity,L1,analyst.santoro,n/a,,213.189.174.190,NAS-804,svc_iis,,,,cert_misconfig,,"triage: falso positivo, regola tunata",high,medium,2.9,1,false,70,624
INC0000573,root.soc.credential_theft.y2024.inc_573,[INC0000573] [P4] Errore Geo-IP: egress da VPN aziendale ha generato un falso 'impossible travel' per mario.rossi,soc|incident|credential_theft|P4|false_positive|mitre_credential_access|fp_geoip_vpn,false_positive,P4,closed_false_positive,credential_theft,Credential Access,T1558.003,2024-07-08T17:24:23Z,2024-07-14T01:49:23Z,mea,CrowdStrike Falcon,L1,analyst.vitale,n/a,,7.207.202.11,K8S-589,mario.rossi,,,,geoip_vpn,,"triage: falso positivo, regola tunata",low,low,2.2,1,false,7705,8640
INC0000574,root.soc.recon_scanning.y2023.inc_574,[INC0000574] [P4] Probe di monitoring/uptime (Pingdom/Nagios da 176.252.215.106) scambiato per scanning,soc|incident|recon_scanning|P4|false_positive|mitre_reconnaissance|fp_monitoring_probe,false_positive,P4,closed_false_positive,recon_scanning,Reconnaissance,T1595.001,2023-11-28T01:14:55Z,2023-11-28T05:03:55Z,us_east,Zeek,L1,analyst.vitale,n/a,,176.252.215.106,WKS-933,svc_deploy,,,,monitoring_probe,,"triage: falso positivo, regola tunata",low,medium,4.2,1,true,229,1440
INC0000575,root.soc.credential_theft.y2025.inc_575,[INC0000575] [P4] Attivita' di penetration test / red-team pianificata e autorizzata (rules of engagement attive),soc|incident|credential_theft|P4|false_positive|mitre_credential_access|fp_pentest_redteam,false_positive,P4,closed_false_positive,credential_theft,Credential Access,T1003.002,2025-10-21T11:21:09Z,2025-10-23T04:27:09Z,mea,Sysmon/Splunk,L1,analyst.ferretti,n/a,,7.89.132.195,VPN-758,valeria.gallo,,,,pentest_redteam,,"triage: falso positivo, regola tunata",medium,high,5.3,1,false,2466,4320
INC0000576,root.soc.lateral_movement.y2025.inc_576,[INC0000576] [P4] Deployment software massivo (SCCM/Intune/Ansible) scambiato per propagazione malware,soc|incident|lateral_movement|P4|false_positive|mitre_lateral_movement|fp_sw_deployment,false_positive,P4,closed_false_positive,lateral_movement,Lateral Movement,T1021.002,2025-03-15T21:33:36Z,2025-03-20T18:59:36Z,apac,Defender for Identity,L1,analyst.gallo,n/a,,216.155.161.164,MAIL-834,giulia.bianchi,,,,sw_deployment,,"triage: falso positivo, regola tunata",high,medium,5.3,1,true,7046,1440
INC0000577,root.soc.resource_dev.y2023.inc_577,[INC0000577] [P2] Alert duplicato dello stesso evento su WKS-147 (13.46.243.189); correlato a un caso gia' aperto.,soc|incident|resource_dev|P2|duplicate|mitre_resource_development,duplicate,P2,closed_duplicate,resource_dev,Resource Development,T1583.001,2023-02-16T10:36:47Z,2023-02-16T14:34:47Z,eu_south,Anomali,L1,analyst.moretti,n/a,,13.46.243.189,WKS-147,svc_sql,,,,,,duplicato di alert correlato,medium,low,5.3,1,true,238,48
INC0000578,root.soc.lateral_movement.y2023.inc_578,[INC0000578] [P4] Attivita' reale durante finestra di manutenzione pianificata su WKS-628 (deploy/patch notturna),soc|incident|lateral_movement|P4|benign_true_positive|mitre_lateral_movement,benign_true_positive,P4,closed_benign,lateral_movement,Lateral Movement,T1021.006,2023-02-22T01:12:49Z,2023-02-24T19:35:49Z,eu_west,Darktrace,L2,l2.greco,n/a,,56.189.218.167,WKS-628,svc_deploy,,,,,maintenance_window,"attivita' reale ma autorizzata, chiusa benigna",low,medium,5.6,1,false,3983,1872
INC0000579,root.soc.persistence.y2025.inc_579,[INC0000579] [P2] Run key di registro creata su JMP-192 per persistenza (svc_deploy); binario 9abd841a98074a116a655b2cd8a0aac0f38aad8840a3859578d316b3ba0ef3e0 non firmato.,soc|incident|persistence|P2|true_positive|mitre_persistence|actor_conti,true_positive,P2,resolved,persistence,Persistence,T1547.001,2025-07-25T05:45:46Z,2025-07-28T18:45:46Z,us_east,Wazuh,L3,ir.lead,Conti,,174.235.18.134,JMP-192,svc_deploy,9abd841a98074a116a655b2cd8a0aac0f38aad8840a3859578d316b3ba0ef3e0,,,,,incidente confermato,medium,high,8.3,1,true,5100,48
INC0000580,root.soc.brute_force.y2025.inc_580,"[INC0000580] [P1] Traffico del vulnerability scanner autorizzato (Qualys/Nessus, IP 10.10.181.114 in allowlist) scambiato per attacco",soc|incident|brute_force|P1|false_positive|mitre_credential_access|fp_vuln_scanner,false_positive,P1,closed_false_positive,brute_force,Credential Access,T1110.004,2025-09-17T06:22:24Z,2025-09-17T08:24:24Z,apac,Fail2ban,L1,analyst.caputo,n/a,,10.10.181.114,MAIL-379,svc_sql,,,,vuln_scanner,,"triage: falso positivo, regola tunata",high,high,9.3,1,true,122,9
INC0000581,root.soc.recon_scanning.y2023.inc_581,"[INC0000581] [P3] Traffico del vulnerability scanner autorizzato (Qualys/Nessus, IP 58.58.86.22 in allowlist) scambiato per attacco",soc|incident|recon_scanning|P3|false_positive|mitre_reconnaissance|fp_vuln_scanner,false_positive,P3,closed_false_positive,recon_scanning,Reconnaissance,T1595.002,2023-11-14T19:15:17Z,2023-11-14T19:31:17Z,eu_north,Cloudflare WAF,L1,analyst.vitale,n/a,,58.58.86.22,WKS-339,svc_deploy,,,,vuln_scanner,,"triage: falso positivo, regola tunata",medium,low,2.6,1,false,16,1440
INC0000582,root.soc.web_attack.y2025.inc_582,"[INC0000582] [P2] Exploitation n/d su WEB-751 da 85.22.142.189; webshell deployata in wwwroot, RCE come utente di servizio.",soc|incident|web_attack|P2|true_positive|mitre_initial_access|actor_conti,true_positive,P2,resolved,web_attack,Initial Access,T1133,2025-12-08T16:45:46Z,2025-12-08T18:30:46Z,eu_west,Akamai WAF,L2,l2.conti,Conti,,85.22.142.189,WEB-751,chiara.greco,,,,,,incidente confermato,medium,high,8.5,1,false,105,180
INC0000583,root.soc.recon_scanning.y2023.inc_583,"[INC0000583] [P3] Traffico del vulnerability scanner autorizzato (Qualys/Nessus, IP 39.89.95.214 in allowlist) scambiato per attacco",soc|incident|recon_scanning|P3|false_positive|mitre_reconnaissance|fp_vuln_scanner,false_positive,P3,closed_false_positive,recon_scanning,Reconnaissance,T1595.001,2023-04-01T19:37:52Z,2023-04-01T21:17:52Z,mea,Zeek,L1,analyst.de_luca,n/a,,39.89.95.214,NAS-708,marco.lombardi,,,,vuln_scanner,,"triage: falso positivo, regola tunata",high,high,2.2,1,true,100,480
INC0000584,root.soc.valid_accounts.y2023.inc_584,"[INC0000584] [P2] Accesso VPN come marco.lombardi da 10.10.229.2; credenziali da leak esterno, pivot verso SRV-397.",soc|incident|valid_accounts|P2|true_positive|mitre_initial_access|actor_cl0p|cve-2024-21887,true_positive,P2,resolved,valid_accounts,Initial Access,T1078.002,2023-10-22T16:29:08Z,2023-10-22T19:16:08Z,mea,Azure AD Identity Protection,L2,l2.greco,Cl0p,,10.10.229.2,SRV-397,marco.lombardi,,,CVE-2024-21887,,,incidente confermato,medium,high,5.0,1,true,167,36
