from_external_id,to_external_id,link_type,rationale
INC0000459,INC0000460,causal,progressione kill-chain stesso attore/campagna
INC0000459,INC0000460,temporal,"stessa campagna, sequenza temporale"
INC0000460,INC0000461,causal,progressione kill-chain stesso attore/campagna
INC0000460,INC0000461,temporal,"stessa campagna, sequenza temporale"
INC0000461,INC0000462,causal,progressione kill-chain stesso attore/campagna
INC0000461,INC0000462,temporal,"stessa campagna, sequenza temporale"
INC0000462,INC0000463,causal,progressione kill-chain stesso attore/campagna
INC0000462,INC0000463,temporal,"stessa campagna, sequenza temporale"
INC0000463,INC0000464,causal,progressione kill-chain stesso attore/campagna
INC0000463,INC0000464,temporal,"stessa campagna, sequenza temporale"
INC0000464,INC0000465,causal,progressione kill-chain stesso attore/campagna
INC0000464,INC0000465,temporal,"stessa campagna, sequenza temporale"
INC0000466,INC0000467,causal,progressione kill-chain stesso attore/campagna
INC0000466,INC0000467,temporal,"stessa campagna, sequenza temporale"
INC0000467,INC0000468,causal,progressione kill-chain stesso attore/campagna
INC0000467,INC0000468,temporal,"stessa campagna, sequenza temporale"
INC0000468,INC0000469,causal,progressione kill-chain stesso attore/campagna
INC0000468,INC0000469,temporal,"stessa campagna, sequenza temporale"
INC0000469,INC0000470,causal,progressione kill-chain stesso attore/campagna
INC0000469,INC0000470,temporal,"stessa campagna, sequenza temporale"
INC0000470,INC0000471,causal,progressione kill-chain stesso attore/campagna
INC0000470,INC0000471,temporal,"stessa campagna, sequenza temporale"
INC0000471,INC0000472,causal,progressione kill-chain stesso attore/campagna
INC0000471,INC0000472,temporal,"stessa campagna, sequenza temporale"
INC0000472,INC0000473,causal,progressione kill-chain stesso attore/campagna
INC0000472,INC0000473,temporal,"stessa campagna, sequenza temporale"
INC0000474,INC0000472,contradicts,falso positivo iniziale vs attivita' confermata
INC0000475,INC0000476,causal,progressione kill-chain stesso attore/campagna
INC0000475,INC0000476,temporal,"stessa campagna, sequenza temporale"
INC0000476,INC0000477,causal,progressione kill-chain stesso attore/campagna
INC0000476,INC0000477,temporal,"stessa campagna, sequenza temporale"
INC0000477,INC0000478,causal,progressione kill-chain stesso attore/campagna
INC0000477,INC0000478,temporal,"stessa campagna, sequenza temporale"
INC0000479,INC0000480,causal,progressione kill-chain stesso attore/campagna
INC0000479,INC0000480,temporal,"stessa campagna, sequenza temporale"
INC0000480,INC0000481,causal,progressione kill-chain stesso attore/campagna
INC0000480,INC0000481,temporal,"stessa campagna, sequenza temporale"
INC0000482,INC0000483,causal,progressione kill-chain stesso attore/campagna
INC0000482,INC0000483,temporal,"stessa campagna, sequenza temporale"
INC0000483,INC0000484,causal,progressione kill-chain stesso attore/campagna
INC0000483,INC0000484,temporal,"stessa campagna, sequenza temporale"
INC0000485,INC0000482,supports,postmortem corrobora lo stadio
INC0000485,INC0000483,supports,postmortem corrobora lo stadio
INC0000485,INC0000484,supports,postmortem corrobora lo stadio
INC0000486,INC0000487,causal,progressione kill-chain stesso attore/campagna
INC0000486,INC0000487,temporal,"stessa campagna, sequenza temporale"
INC0000487,INC0000488,causal,progressione kill-chain stesso attore/campagna
INC0000487,INC0000488,temporal,"stessa campagna, sequenza temporale"
INC0000488,INC0000489,causal,progressione kill-chain stesso attore/campagna
INC0000488,INC0000489,temporal,"stessa campagna, sequenza temporale"
INC0000489,INC0000490,causal,progressione kill-chain stesso attore/campagna
INC0000489,INC0000490,temporal,"stessa campagna, sequenza temporale"
INC0000491,INC0000486,supports,postmortem corrobora lo stadio
INC0000491,INC0000487,supports,postmortem corrobora lo stadio
INC0000491,INC0000488,supports,postmortem corrobora lo stadio
INC0000491,INC0000489,supports,postmortem corrobora lo stadio
INC0000491,INC0000490,supports,postmortem corrobora lo stadio
INC0000492,INC0000486,contradicts,falso positivo iniziale vs attivita' confermata
INC0000493,INC0000494,causal,progressione kill-chain stesso attore/campagna
INC0000493,INC0000494,temporal,"stessa campagna, sequenza temporale"
INC0000494,INC0000495,causal,progressione kill-chain stesso attore/campagna
INC0000494,INC0000495,temporal,"stessa campagna, sequenza temporale"
INC0000495,INC0000496,causal,progressione kill-chain stesso attore/campagna
INC0000495,INC0000496,temporal,"stessa campagna, sequenza temporale"
INC0000496,INC0000497,causal,progressione kill-chain stesso attore/campagna
INC0000496,INC0000497,temporal,"stessa campagna, sequenza temporale"
INC0000497,INC0000498,causal,progressione kill-chain stesso attore/campagna
INC0000497,INC0000498,temporal,"stessa campagna, sequenza temporale"
INC0000499,INC0000500,causal,progressione kill-chain stesso attore/campagna
INC0000499,INC0000500,temporal,"stessa campagna, sequenza temporale"
INC0000500,INC0000501,causal,progressione kill-chain stesso attore/campagna
INC0000500,INC0000501,temporal,"stessa campagna, sequenza temporale"
INC0000501,INC0000502,causal,progressione kill-chain stesso attore/campagna
INC0000501,INC0000502,temporal,"stessa campagna, sequenza temporale"
INC0000502,INC0000503,causal,progressione kill-chain stesso attore/campagna
INC0000502,INC0000503,temporal,"stessa campagna, sequenza temporale"
INC0000504,INC0000499,supports,postmortem corrobora lo stadio
INC0000504,INC0000500,supports,postmortem corrobora lo stadio
INC0000504,INC0000501,supports,postmortem corrobora lo stadio
INC0000504,INC0000502,supports,postmortem corrobora lo stadio
INC0000504,INC0000503,supports,postmortem corrobora lo stadio
INC0000505,INC0000506,causal,progressione kill-chain stesso attore/campagna
INC0000505,INC0000506,temporal,"stessa campagna, sequenza temporale"
INC0000506,INC0000507,causal,progressione kill-chain stesso attore/campagna
INC0000506,INC0000507,temporal,"stessa campagna, sequenza temporale"
INC0000507,INC0000508,causal,progressione kill-chain stesso attore/campagna
INC0000507,INC0000508,temporal,"stessa campagna, sequenza temporale"
INC0000508,INC0000509,causal,progressione kill-chain stesso attore/campagna
INC0000508,INC0000509,temporal,"stessa campagna, sequenza temporale"
INC0000509,INC0000510,causal,progressione kill-chain stesso attore/campagna
INC0000509,INC0000510,temporal,"stessa campagna, sequenza temporale"
INC0000510,INC0000511,causal,progressione kill-chain stesso attore/campagna
INC0000510,INC0000511,temporal,"stessa campagna, sequenza temporale"
INC0000511,INC0000512,causal,progressione kill-chain stesso attore/campagna
INC0000511,INC0000512,temporal,"stessa campagna, sequenza temporale"
INC0000513,INC0000505,supports,postmortem corrobora lo stadio
INC0000513,INC0000506,supports,postmortem corrobora lo stadio
INC0000513,INC0000507,supports,postmortem corrobora lo stadio
INC0000513,INC0000508,supports,postmortem corrobora lo stadio
INC0000513,INC0000509,supports,postmortem corrobora lo stadio
INC0000513,INC0000510,supports,postmortem corrobora lo stadio
INC0000513,INC0000511,supports,postmortem corrobora lo stadio
INC0000513,INC0000512,supports,postmortem corrobora lo stadio
INC0000514,INC0000515,causal,progressione kill-chain stesso attore/campagna
INC0000514,INC0000515,temporal,"stessa campagna, sequenza temporale"
INC0000515,INC0000516,causal,progressione kill-chain stesso attore/campagna
INC0000515,INC0000516,temporal,"stessa campagna, sequenza temporale"
INC0000516,INC0000517,causal,progressione kill-chain stesso attore/campagna
INC0000516,INC0000517,temporal,"stessa campagna, sequenza temporale"
INC0000517,INC0000518,causal,progressione kill-chain stesso attore/campagna
INC0000517,INC0000518,temporal,"stessa campagna, sequenza temporale"
INC0000519,INC0000520,causal,progressione kill-chain stesso attore/campagna
INC0000519,INC0000520,temporal,"stessa campagna, sequenza temporale"
INC0000547,INC0000546,related,alert storm: stessa origine/segnatura
INC0000548,INC0000546,related,alert storm: stessa origine/segnatura
INC0000549,INC0000546,related,alert storm: stessa origine/segnatura
INC0000549,INC0000546,contradicts,duplicato dello stesso evento
INC0000550,INC0000546,related,alert storm: stessa origine/segnatura
INC0000550,INC0000546,contradicts,duplicato dello stesso evento
INC0000551,INC0000546,related,alert storm: stessa origine/segnatura
INC0000551,INC0000546,contradicts,duplicato dello stesso evento
INC0000552,INC0000546,related,alert storm: stessa origine/segnatura
INC0000552,INC0000546,contradicts,duplicato dello stesso evento
INC0000553,INC0000546,related,alert storm: stessa origine/segnatura
INC0000554,INC0000546,related,alert storm: stessa origine/segnatura
INC0000554,INC0000546,contradicts,duplicato dello stesso evento
INC0000555,INC0000546,related,alert storm: stessa origine/segnatura
INC0000556,INC0000546,related,alert storm: stessa origine/segnatura
INC0000591,INC0000559,related,duplicato/correlato stessa categoria
INC0000591,INC0000559,contradicts,duplicato dello stesso evento
INC0000594,INC0000579,related,duplicato/correlato stessa categoria
INC0000594,INC0000579,contradicts,duplicato dello stesso evento
INC0000601,INC0000596,related,duplicato/correlato stessa categoria
INC0000601,INC0000596,contradicts,duplicato dello stesso evento
INC0000609,INC0000608,related,alert storm: stessa origine/segnatura
INC0000610,INC0000608,related,alert storm: stessa origine/segnatura
INC0000611,INC0000608,related,alert storm: stessa origine/segnatura
INC0000612,INC0000608,related,alert storm: stessa origine/segnatura
INC0000612,INC0000608,contradicts,duplicato dello stesso evento
INC0000613,INC0000608,related,alert storm: stessa origine/segnatura
INC0000614,INC0000608,related,alert storm: stessa origine/segnatura
INC0000615,INC0000608,related,alert storm: stessa origine/segnatura
INC0000615,INC0000608,contradicts,duplicato dello stesso evento
INC0000616,INC0000608,related,alert storm: stessa origine/segnatura
INC0000616,INC0000608,contradicts,duplicato dello stesso evento
INC0000617,INC0000608,related,alert storm: stessa origine/segnatura
INC0000617,INC0000608,contradicts,duplicato dello stesso evento
INC0000618,INC0000608,related,alert storm: stessa origine/segnatura
INC0000618,INC0000608,contradicts,duplicato dello stesso evento
INC0000619,INC0000608,related,alert storm: stessa origine/segnatura
INC0000620,INC0000608,related,alert storm: stessa origine/segnatura
INC0000621,INC0000608,related,alert storm: stessa origine/segnatura
INC0000621,INC0000608,contradicts,duplicato dello stesso evento
INC0000622,INC0000608,related,alert storm: stessa origine/segnatura
INC0000622,INC0000608,contradicts,duplicato dello stesso evento
INC0000623,INC0000608,related,alert storm: stessa origine/segnatura
INC0000623,INC0000608,contradicts,duplicato dello stesso evento
INC0000624,INC0000608,related,alert storm: stessa origine/segnatura
INC0000625,INC0000608,related,alert storm: stessa origine/segnatura
INC0000626,INC0000608,related,alert storm: stessa origine/segnatura
INC0000629,INC0000596,related,duplicato/correlato stessa categoria
INC0000629,INC0000596,contradicts,duplicato dello stesso evento
INC0000648,INC0000586,related,duplicato/correlato stessa categoria
INC0000648,INC0000586,contradicts,duplicato dello stesso evento
INC0000654,INC0000632,related,duplicato/correlato stessa categoria
INC0000654,INC0000632,contradicts,duplicato dello stesso evento
INC0000658,INC0000632,related,duplicato/correlato stessa categoria
INC0000658,INC0000632,contradicts,duplicato dello stesso evento
INC0000673,INC0000630,related,duplicato/correlato stessa categoria
INC0000673,INC0000630,contradicts,duplicato dello stesso evento
INC0000686,INC0000688,related,alert storm: stessa origine/segnatura
INC0000686,INC0000688,contradicts,duplicato dello stesso evento
INC0000687,INC0000688,related,alert storm: stessa origine/segnatura
INC0000689,INC0000688,related,alert storm: stessa origine/segnatura
INC0000689,INC0000688,contradicts,duplicato dello stesso evento
INC0000690,INC0000688,related,alert storm: stessa origine/segnatura
INC0000690,INC0000688,contradicts,duplicato dello stesso evento
INC0000691,INC0000688,related,alert storm: stessa origine/segnatura
INC0000692,INC0000688,related,alert storm: stessa origine/segnatura
INC0000692,INC0000688,contradicts,duplicato dello stesso evento
INC0000693,INC0000688,related,alert storm: stessa origine/segnatura
INC0000694,INC0000688,related,alert storm: stessa origine/segnatura
INC0000695,INC0000688,related,alert storm: stessa origine/segnatura
INC0000695,INC0000688,contradicts,duplicato dello stesso evento
INC0000696,INC0000688,related,alert storm: stessa origine/segnatura
INC0000696,INC0000688,contradicts,duplicato dello stesso evento
INC0000697,INC0000688,related,alert storm: stessa origine/segnatura
INC0000698,INC0000688,related,alert storm: stessa origine/segnatura
INC0000699,INC0000688,related,alert storm: stessa origine/segnatura
INC0000699,INC0000688,contradicts,duplicato dello stesso evento
INC0000700,INC0000688,related,alert storm: stessa origine/segnatura
INC0000701,INC0000688,related,alert storm: stessa origine/segnatura
INC0000702,INC0000688,related,alert storm: stessa origine/segnatura
INC0000702,INC0000688,contradicts,duplicato dello stesso evento
INC0000703,INC0000688,related,alert storm: stessa origine/segnatura
INC0000704,INC0000688,related,alert storm: stessa origine/segnatura
INC0000705,INC0000688,related,alert storm: stessa origine/segnatura
INC0000705,INC0000688,contradicts,duplicato dello stesso evento
INC0000706,INC0000688,related,alert storm: stessa origine/segnatura
INC0000706,INC0000688,contradicts,duplicato dello stesso evento
INC0000707,INC0000688,related,alert storm: stessa origine/segnatura
INC0000707,INC0000688,contradicts,duplicato dello stesso evento
INC0000708,INC0000688,related,alert storm: stessa origine/segnatura
INC0000709,INC0000688,related,alert storm: stessa origine/segnatura
INC0000709,INC0000688,contradicts,duplicato dello stesso evento
INC0000710,INC0000688,related,alert storm: stessa origine/segnatura
INC0000710,INC0000688,contradicts,duplicato dello stesso evento
INC0000711,INC0000688,related,alert storm: stessa origine/segnatura
INC0000712,INC0000688,related,alert storm: stessa origine/segnatura
INC0000712,INC0000688,contradicts,duplicato dello stesso evento
INC0000713,INC0000688,related,alert storm: stessa origine/segnatura
INC0000714,INC0000688,related,alert storm: stessa origine/segnatura
INC0000714,INC0000688,contradicts,duplicato dello stesso evento
INC0000715,INC0000688,related,alert storm: stessa origine/segnatura
INC0000715,INC0000688,contradicts,duplicato dello stesso evento
INC0000716,INC0000688,related,alert storm: stessa origine/segnatura
INC0000717,INC0000688,related,alert storm: stessa origine/segnatura
INC0000717,INC0000688,contradicts,duplicato dello stesso evento
INC0000718,INC0000688,related,alert storm: stessa origine/segnatura
INC0000718,INC0000688,contradicts,duplicato dello stesso evento
INC0000719,INC0000688,related,alert storm: stessa origine/segnatura
INC0000719,INC0000688,contradicts,duplicato dello stesso evento
INC0000720,INC0000688,related,alert storm: stessa origine/segnatura
INC0000721,INC0000688,related,alert storm: stessa origine/segnatura
INC0000721,INC0000688,contradicts,duplicato dello stesso evento
INC0000722,INC0000688,related,alert storm: stessa origine/segnatura
INC0000722,INC0000688,contradicts,duplicato dello stesso evento
INC0000723,INC0000688,related,alert storm: stessa origine/segnatura
INC0000723,INC0000688,contradicts,duplicato dello stesso evento
INC0000726,INC0000537,related,duplicato/correlato stessa categoria
INC0000726,INC0000537,contradicts,duplicato dello stesso evento
INC0000732,INC0000685,related,duplicato/correlato stessa categoria
INC0000732,INC0000685,contradicts,duplicato dello stesso evento
INC0000741,INC0000730,related,duplicato/correlato stessa categoria
INC0000741,INC0000730,contradicts,duplicato dello stesso evento
INC0000743,INC0000746,related,alert storm: stessa origine/segnatura
INC0000744,INC0000746,related,alert storm: stessa origine/segnatura
INC0000744,INC0000746,contradicts,duplicato dello stesso evento
INC0000745,INC0000746,related,alert storm: stessa origine/segnatura
INC0000745,INC0000746,contradicts,duplicato dello stesso evento
INC0000747,INC0000746,related,alert storm: stessa origine/segnatura
INC0000748,INC0000746,related,alert storm: stessa origine/segnatura
INC0000748,INC0000746,contradicts,duplicato dello stesso evento
INC0000749,INC0000746,related,alert storm: stessa origine/segnatura
INC0000750,INC0000746,related,alert storm: stessa origine/segnatura
INC0000751,INC0000746,related,alert storm: stessa origine/segnatura
INC0000752,INC0000746,related,alert storm: stessa origine/segnatura
INC0000752,INC0000746,contradicts,duplicato dello stesso evento
INC0000755,INC0000731,related,duplicato/correlato stessa categoria
INC0000755,INC0000731,contradicts,duplicato dello stesso evento
INC0000757,INC0000663,related,duplicato/correlato stessa categoria
INC0000757,INC0000663,contradicts,duplicato dello stesso evento
INC0000767,INC0000762,related,duplicato/correlato stessa categoria
INC0000767,INC0000762,contradicts,duplicato dello stesso evento
INC0000771,INC0000770,related,duplicato/correlato stessa categoria
INC0000771,INC0000770,contradicts,duplicato dello stesso evento
INC0000774,INC0000730,related,duplicato/correlato stessa categoria
INC0000774,INC0000730,contradicts,duplicato dello stesso evento
INC0000777,INC0000770,related,duplicato/correlato stessa categoria
INC0000777,INC0000770,contradicts,duplicato dello stesso evento
INC0000782,INC0000770,related,duplicato/correlato stessa categoria
INC0000782,INC0000770,contradicts,duplicato dello stesso evento
INC0000788,INC0000787,related,duplicato/correlato stessa categoria
INC0000788,INC0000787,contradicts,duplicato dello stesso evento
INC0000791,INC0000790,related,duplicato/correlato stessa categoria
INC0000791,INC0000790,contradicts,duplicato dello stesso evento
INC0000792,INC0000646,related,duplicato/correlato stessa categoria
INC0000792,INC0000646,contradicts,duplicato dello stesso evento
INC0000801,INC0000811,related,alert storm: stessa origine/segnatura
INC0000801,INC0000811,contradicts,duplicato dello stesso evento
INC0000802,INC0000811,related,alert storm: stessa origine/segnatura
INC0000802,INC0000811,contradicts,duplicato dello stesso evento
INC0000803,INC0000811,related,alert storm: stessa origine/segnatura
INC0000803,INC0000811,contradicts,duplicato dello stesso evento
INC0000804,INC0000811,related,alert storm: stessa origine/segnatura
INC0000804,INC0000811,contradicts,duplicato dello stesso evento
INC0000805,INC0000811,related,alert storm: stessa origine/segnatura
INC0000806,INC0000811,related,alert storm: stessa origine/segnatura
INC0000807,INC0000811,related,alert storm: stessa origine/segnatura
INC0000807,INC0000811,contradicts,duplicato dello stesso evento
INC0000808,INC0000811,related,alert storm: stessa origine/segnatura
INC0000808,INC0000811,contradicts,duplicato dello stesso evento
INC0000809,INC0000811,related,alert storm: stessa origine/segnatura
INC0000809,INC0000811,contradicts,duplicato dello stesso evento
INC0000810,INC0000811,related,alert storm: stessa origine/segnatura
INC0000812,INC0000811,related,alert storm: stessa origine/segnatura
INC0000813,INC0000811,related,alert storm: stessa origine/segnatura
INC0000813,INC0000811,contradicts,duplicato dello stesso evento
INC0000814,INC0000811,related,alert storm: stessa origine/segnatura
INC0000814,INC0000811,contradicts,duplicato dello stesso evento
INC0000815,INC0000811,related,alert storm: stessa origine/segnatura
INC0000815,INC0000811,contradicts,duplicato dello stesso evento
INC0000816,INC0000811,related,alert storm: stessa origine/segnatura
INC0000817,INC0000811,related,alert storm: stessa origine/segnatura
INC0000817,INC0000811,contradicts,duplicato dello stesso evento
INC0000818,INC0000811,related,alert storm: stessa origine/segnatura
INC0000819,INC0000811,related,alert storm: stessa origine/segnatura
INC0000820,INC0000811,related,alert storm: stessa origine/segnatura
INC0000820,INC0000811,contradicts,duplicato dello stesso evento
INC0000821,INC0000811,related,alert storm: stessa origine/segnatura
INC0000821,INC0000811,contradicts,duplicato dello stesso evento
INC0000822,INC0000811,related,alert storm: stessa origine/segnatura
INC0000822,INC0000811,contradicts,duplicato dello stesso evento
INC0000823,INC0000811,related,alert storm: stessa origine/segnatura
INC0000824,INC0000811,related,alert storm: stessa origine/segnatura
INC0000825,INC0000811,related,alert storm: stessa origine/segnatura
INC0000826,INC0000811,related,alert storm: stessa origine/segnatura
INC0000827,INC0000811,related,alert storm: stessa origine/segnatura
INC0000827,INC0000811,contradicts,duplicato dello stesso evento
INC0000828,INC0000811,related,alert storm: stessa origine/segnatura
INC0000828,INC0000811,contradicts,duplicato dello stesso evento
INC0000829,INC0000811,related,alert storm: stessa origine/segnatura
INC0000829,INC0000811,contradicts,duplicato dello stesso evento
INC0000830,INC0000811,related,alert storm: stessa origine/segnatura
INC0000830,INC0000811,contradicts,duplicato dello stesso evento
INC0000831,INC0000811,related,alert storm: stessa origine/segnatura
INC0000831,INC0000811,contradicts,duplicato dello stesso evento
INC0000832,INC0000811,related,alert storm: stessa origine/segnatura
INC0000833,INC0000811,related,alert storm: stessa origine/segnatura
INC0000833,INC0000811,contradicts,duplicato dello stesso evento
INC0000834,INC0000811,related,alert storm: stessa origine/segnatura
INC0000835,INC0000811,related,alert storm: stessa origine/segnatura
INC0000835,INC0000811,contradicts,duplicato dello stesso evento
INC0000836,INC0000811,related,alert storm: stessa origine/segnatura
INC0000836,INC0000811,contradicts,duplicato dello stesso evento
INC0000837,INC0000811,related,alert storm: stessa origine/segnatura
INC0000837,INC0000811,contradicts,duplicato dello stesso evento
INC0000842,INC0000780,related,duplicato/correlato stessa categoria
INC0000842,INC0000780,contradicts,duplicato dello stesso evento
INC0000844,INC0000645,related,duplicato/correlato stessa categoria
INC0000844,INC0000645,contradicts,duplicato dello stesso evento
INC0000847,INC0000794,related,duplicato/correlato stessa categoria
INC0000847,INC0000794,contradicts,duplicato dello stesso evento
INC0000862,INC0000849,related,duplicato/correlato stessa categoria
INC0000862,INC0000849,contradicts,duplicato dello stesso evento
INC0000871,INC0000730,related,duplicato/correlato stessa categoria
INC0000871,INC0000730,contradicts,duplicato dello stesso evento
INC0000889,INC0000840,related,duplicato/correlato stessa categoria
INC0000889,INC0000840,contradicts,duplicato dello stesso evento
INC0000894,INC0000854,related,duplicato/correlato stessa categoria
INC0000894,INC0000854,contradicts,duplicato dello stesso evento
INC0000912,INC0000795,related,duplicato/correlato stessa categoria
INC0000912,INC0000795,contradicts,duplicato dello stesso evento
INC0000925,INC0000898,related,duplicato/correlato stessa categoria
INC0000925,INC0000898,contradicts,duplicato dello stesso evento
INC0000930,INC0000646,related,duplicato/correlato stessa categoria
INC0000930,INC0000646,contradicts,duplicato dello stesso evento
INC0000935,INC0000849,related,duplicato/correlato stessa categoria
INC0000935,INC0000849,contradicts,duplicato dello stesso evento
INC0000945,INC0000922,related,duplicato/correlato stessa categoria
INC0000945,INC0000922,contradicts,duplicato dello stesso evento
INC0000958,INC0000772,related,duplicato/correlato stessa categoria
INC0000958,INC0000772,contradicts,duplicato dello stesso evento
INC0000959,INC0000946,related,duplicato/correlato stessa categoria
INC0000959,INC0000946,contradicts,duplicato dello stesso evento
INC0000970,INC0000841,related,duplicato/correlato stessa categoria
INC0000970,INC0000841,contradicts,duplicato dello stesso evento
INC0000981,INC0000944,related,duplicato/correlato stessa categoria
INC0000981,INC0000944,contradicts,duplicato dello stesso evento
INC0000987,INC0000972,related,duplicato/correlato stessa categoria
INC0000987,INC0000972,contradicts,duplicato dello stesso evento
INC0000988,INC0000946,related,duplicato/correlato stessa categoria
INC0000988,INC0000946,contradicts,duplicato dello stesso evento
INC0000319,INC0000426,related,stesso threat actor Sandworm
INC0000426,INC0000027,related,stesso threat actor Sandworm
INC0000027,INC0000093,related,stesso threat actor Sandworm
INC0000093,INC0000005,related,stesso threat actor Sandworm
INC0000398,INC0000493,related,stesso threat actor Turla
INC0000083,INC0000045,related,stesso threat actor Turla
INC0000045,INC0000301,related,stesso threat actor Turla
INC0000123,INC0000170,related,stesso threat actor Royal
INC0000170,INC0000035,related,stesso threat actor Royal
INC0000035,INC0000368,related,stesso threat actor Royal
INC0000202,INC0000133,related,stesso threat actor Royal
INC0000133,INC0000179,related,stesso threat actor Royal
INC0000179,INC0000239,related,stesso threat actor Royal
INC0000280,INC0000182,related,stesso threat actor TA505
INC0000414,INC0000359,related,stesso threat actor TA505
INC0000359,INC0000214,related,stesso threat actor TA505
INC0000060,INC0000267,related,stesso threat actor APT28
INC0000100,INC0000326,related,stesso threat actor BlackCat
INC0000056,INC0000376,related,stesso threat actor BlackCat
INC0000247,INC0000475,related,stesso threat actor Mustang Panda
INC0000075,INC0000219,related,stesso threat actor Scattered Spider
INC0000306,INC0000391,related,stesso threat actor LockBit
INC0000391,INC0000385,related,stesso threat actor LockBit
INC0000385,INC0000422,related,stesso threat actor LockBit
INC0000105,INC0000295,related,stesso threat actor LockBit
INC0000233,INC0000190,related,stesso threat actor LockBit
INC0000263,INC0000140,related,stesso threat actor APT29
INC0000514,INC0000337,related,stesso threat actor Kimsuky
INC0000479,INC0000458,related,stesso threat actor FIN7
INC0000009,INC0000010,related,stesso asset NAS-246
INC0000010,INC0000011,related,stesso asset NAS-246
INC0000036,INC0000037,related,stesso asset DC-950
INC0000037,INC0000038,related,stesso asset DC-950
INC0000038,INC0000039,related,stesso asset DC-950
INC0000045,INC0000046,related,stesso asset DC-953
INC0000053,INC0000054,related,stesso asset K8S-398
INC0000058,INC0000059,related,stesso asset WKS-687
INC0000077,INC0000078,related,stesso asset FS-754
INC0000093,INC0000094,related,stesso asset DB-157
INC0000103,INC0000104,related,stesso asset K8S-167
INC0000116,INC0000117,related,stesso asset NAS-646
INC0000123,INC0000124,related,stesso asset DB-371
INC0000126,INC0000127,related,stesso asset DB-371
INC0000142,INC0000143,related,stesso asset VPN-566
INC0000147,INC0000148,related,stesso asset JMP-868
INC0000148,INC0000149,related,stesso asset JMP-868
INC0000156,INC0000157,related,stesso asset VPN-975
INC0000166,INC0000167,related,stesso asset FS-501
INC0000182,INC0000183,related,stesso asset DB-840
INC0000183,INC0000184,related,stesso asset DB-840
INC0000198,INC0000199,related,stesso asset VPN-994
INC0000199,INC0000200,related,stesso asset VPN-994
INC0000200,INC0000201,related,stesso asset VPN-994
INC0000212,INC0000213,related,stesso asset MAIL-413
INC0000219,INC0000220,related,stesso asset K8S-405
INC0000221,INC0000222,related,stesso asset K8S-405
INC0000222,INC0000223,related,stesso asset K8S-405
INC0000236,INC0000237,related,stesso asset NAS-956
INC0000245,INC0000246,related,stesso asset WEB-276
INC0000248,INC0000249,related,stesso asset WKS-245
INC0000249,INC0000250,related,stesso asset WKS-245
INC0000250,INC0000251,related,stesso asset WKS-245
INC0000260,INC0000261,related,stesso asset NAS-399
INC0000267,INC0000268,related,stesso asset WKS-864
INC0000269,INC0000270,related,stesso asset WKS-864
INC0000270,INC0000271,related,stesso asset WKS-864
INC0000273,INC0000274,related,stesso asset VPN-239
INC0000281,INC0000282,related,stesso asset VPN-642
INC0000296,INC0000297,related,stesso asset WKS-601
INC0000297,INC0000298,related,stesso asset WKS-601
INC0000298,INC0000299,related,stesso asset WKS-601
INC0000303,INC0000304,related,stesso asset JMP-233
INC0000308,INC0000309,related,stesso asset WKS-897
INC0000320,INC0000321,related,stesso asset K8S-270
INC0000322,INC0000323,related,stesso asset K8S-270
INC0000326,INC0000327,related,stesso asset SRV-200
INC0000331,INC0000332,related,stesso asset JMP-384
INC0000333,INC0000334,related,stesso asset JMP-384
INC0000363,INC0000364,related,stesso asset DB-734
INC0000365,INC0000366,related,stesso asset DB-734
INC0000386,INC0000387,related,stesso asset JMP-465
INC0000392,INC0000393,related,stesso asset K8S-758
INC0000399,INC0000400,related,stesso asset MAIL-897
INC0000407,INC0000408,related,stesso asset K8S-662
INC0000408,INC0000409,related,stesso asset K8S-662
INC0000409,INC0000410,related,stesso asset K8S-662
INC0000414,INC0000415,related,stesso asset FS-911
INC0000422,INC0000423,related,stesso asset K8S-811
INC0000423,INC0000424,related,stesso asset K8S-811
INC0000424,INC0000425,related,stesso asset K8S-811
INC0000434,INC0000435,related,stesso asset FS-747
INC0000437,INC0000438,related,stesso asset FS-747
INC0000454,INC0000455,related,stesso asset VPN-155
INC0000468,INC0000469,related,stesso asset MAIL-389
INC0000475,INC0000476,related,stesso asset MAIL-716
INC0000477,INC0000478,related,stesso asset MAIL-716
INC0000480,INC0000481,related,stesso asset NAS-324
INC0000487,INC0000488,related,stesso asset DB-226
INC0000493,INC0000494,related,stesso asset MAIL-140
INC0000495,INC0000496,related,stesso asset MAIL-140
INC0000496,INC0000497,related,stesso asset MAIL-140
INC0000506,INC0000507,related,stesso asset NAS-987
INC0000507,INC0000508,related,stesso asset NAS-987
INC0000514,INC0000515,related,stesso asset WKS-662
INC0000515,INC0000516,related,stesso asset WKS-662
